,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
38101,,13.9,5.8,3.0,5.6,S,44.0,SSE,SSE,7.0,20.0,100.0,78.0,,1013.9,,,11.0,13.0,1.0,1.0
38102,12.4,23.7,0.6,4.2,6.9,NW,48.0,N,NW,19.0,20.0,58.0,93.0,,1006.1,,,21.1,19.7,0.0,1.0
38104,10.6,17.2,0.0,2.6,0.6,SW,35.0,,SW,6.0,13.0,99.0,84.0,1024.8,,,,11.6,15.2,0.0,1.0
38105,11.5,15.4,1.2,0.8,0.0,SW,31.0,SW,WSW,13.0,17.0,100.0,,1018.3,1017.1,,,13.1,,1.0,1.0
38106,6.8,29.0,0.0,4.2,8.9,WNW,,ENE,NW,7.0,,97.0,29.0,,1008.2,,,14.0,27.8,0.0,1.0
38107,15.8,29.0,,5.2,,,70.0,N,SW,19.0,26.0,75.0,85.0,1004.1,1004.4,,,22.6,19.9,0.0,1.0
38108,9.1,19.7,10.6,,11.7,WNW,50.0,NW,W,20.0,24.0,80.0,54.0,1014.2,1017.0,,,14.9,18.1,1.0,0.0
38109,8.4,23.2,0.0,3.8,9.2,ESE,20.0,,S,0.0,7.0,92.0,58.0,1019.4,1017.5,,,15.4,22.3,0.0,
38110,13.2,26.6,0.0,4.6,3.3,NNW,44.0,NNE,NNW,6.0,13.0,65.0,,1011.1,1006.6,,,19.3,25.4,0.0,0.0
38111,,34.6,0.4,5.4,7.8,NW,67.0,,WNW,,,64.0,28.0,1011.0,1006.1,,,21.4,33.7,0.0,1.0
38112,14.7,,9.6,7.2,5.8,SW,31.0,,SSW,9.0,20.0,98.0,67.0,1012.4,,,,,,1.0,1.0
38113,5.6,19.3,1.2,4.4,11.6,W,54.0,NW,,15.0,35.0,93.0,57.0,1014.7,1015.5,,,13.2,17.7,1.0,
38114,10.6,23.8,0.0,4.8,5.1,SE,41.0,ESE,,15.0,19.0,89.0,,,1014.5,,,14.4,21.6,,1.0
38115,11.4,19.6,11.2,4.2,0.9,SW,41.0,SW,SW,6.0,28.0,100.0,80.0,1009.3,1007.5,,,14.9,17.8,1.0,
38116,13.0,26.9,0.2,1.6,1.6,NW,52.0,WSW,NW,6.0,24.0,80.0,46.0,1003.7,1002.7,,,19.2,25.6,0.0,1.0
38117,9.7,17.5,21.0,8.6,11.6,SW,56.0,W,WSW,15.0,30.0,93.0,,,1017.1,,,11.3,16.2,1.0,1.0
38118,7.3,18.0,,,9.2,SSE,35.0,SSW,SSW,9.0,,93.0,53.0,1025.9,1027.0,,,12.5,,1.0,0.0
38119,10.5,17.2,0.0,4.0,5.4,SE,46.0,SSE,SE,13.0,24.0,63.0,50.0,1025.5,1024.6,,,12.4,,,0.0
38120,7.4,23.1,0.0,4.4,13.6,SE,,E,E,22.0,22.0,60.0,37.0,1023.4,1019.3,,,15.3,22.7,0.0,0.0
38121,14.9,,0.0,1.8,0.2,NW,43.0,,SW,0.0,20.0,76.0,79.0,1005.5,1003.8,,,19.8,21.6,0.0,1.0
38123,17.6,,10.2,,6.4,NNE,,NNE,NNW,24.0,15.0,82.0,80.0,1003.2,1001.0,,,21.4,22.6,1.0,1.0
38124,11.0,21.9,0.6,4.4,9.7,SSW,,SSW,SSW,,20.0,77.0,55.0,1016.0,1016.0,,,16.0,20.2,0.0,0.0
38125,16.1,43.0,0.0,10.2,11.2,NW,61.0,N,NW,15.0,33.0,32.0,10.0,1008.8,1006.3,,,,42.2,0.0,0.0
38126,12.4,25.5,0.0,7.2,1.4,NW,20.0,NE,ESE,4.0,9.0,78.0,38.0,1006.5,1001.5,,,,23.9,0.0,1.0
38127,15.4,22.7,1.8,2.0,8.9,WNW,65.0,NW,WNW,28.0,33.0,80.0,43.0,1001.8,,,,18.6,21.1,1.0,1.0
38128,10.4,21.9,2.4,8.0,8.4,WNW,57.0,NW,WNW,15.0,30.0,88.0,43.0,,,,,15.2,,1.0,1.0
38129,,19.2,3.2,5.4,5.7,WSW,52.0,W,W,11.0,30.0,83.0,55.0,,1011.8,,,13.8,17.1,1.0,1.0
38130,13.4,20.2,0.4,2.8,,S,37.0,S,S,13.0,22.0,75.0,50.0,,1021.3,,,15.4,19.3,0.0,0.0
38131,12.2,20.3,0.0,5.0,10.1,SE,39.0,S,SSE,11.0,19.0,63.0,55.0,1022.5,1021.5,,,15.0,19.3,0.0,0.0
38132,,37.4,0.0,,13.3,N,50.0,ENE,N,4.0,24.0,65.0,17.0,1014.3,1010.4,,,,34.9,0.0,0.0
38133,15.2,24.4,0.0,11.2,10.0,S,39.0,S,S,19.0,20.0,99.0,44.0,,1017.1,,,15.3,22.8,0.0,0.0
38134,8.9,26.3,0.0,4.8,12.6,SSW,43.0,ESE,SSW,7.0,28.0,79.0,51.0,1020.2,1018.6,,,16.3,23.6,0.0,0.0
38135,15.8,37.7,0.0,7.2,13.1,SE,35.0,E,NNE,17.0,9.0,72.0,,1017.5,1015.0,,,21.2,34.9,0.0,0.0
38136,18.0,25.7,0.0,8.4,8.7,SE,,SE,SSE,20.0,26.0,81.0,,1016.6,1016.0,,,19.0,23.2,0.0,0.0
38137,15.6,30.4,0.0,8.0,13.2,ESE,48.0,ESE,,26.0,20.0,70.0,46.0,,1012.9,,,18.5,28.6,0.0,0.0
38138,,23.6,0.6,9.8,5.6,W,,WNW,WSW,24.0,31.0,99.0,73.0,992.7,997.5,,,20.2,19.6,,1.0
38139,,19.3,1.0,5.6,7.2,WNW,70.0,WNW,W,6.0,26.0,99.0,86.0,991.1,995.1,,,16.9,16.3,0.0,1.0
38140,8.7,21.4,7.2,4.8,8.7,,52.0,NNW,WNW,,26.0,88.0,71.0,1007.7,1007.8,,,13.1,18.4,1.0,0.0
38141,,,0.0,2.6,3.9,S,35.0,,SSW,0.0,,71.0,48.0,,,,,13.8,18.9,0.0,1.0
38142,12.7,,0.0,4.8,,,33.0,E,,15.0,11.0,84.0,28.0,1019.4,1016.8,,,17.4,29.3,0.0,0.0
38143,14.6,22.1,0.2,7.8,6.1,SW,30.0,WNW,S,7.0,15.0,86.0,74.0,1015.0,1016.3,,,17.4,18.7,0.0,0.0
38144,13.9,25.9,0.0,1.8,8.7,,35.0,SE,SE,15.0,20.0,84.0,52.0,1018.2,,,,16.5,23.7,,0.0
38145,13.5,30.6,0.0,4.0,10.5,ESE,33.0,E,SSW,9.0,6.0,80.0,33.0,,1014.6,,,17.9,28.8,0.0,
38146,16.9,22.9,0.2,7.2,3.8,SSE,41.0,SSE,SE,20.0,26.0,86.0,62.0,1016.2,1016.0,,,17.9,21.9,0.0,0.0
38147,13.2,27.1,,4.6,11.3,SSW,39.0,SE,WSW,9.0,9.0,85.0,48.0,1017.6,1015.9,,,16.9,,,0.0
38148,11.7,25.6,0.0,5.4,11.6,SSW,30.0,,,0.0,13.0,83.0,46.0,1019.5,1019.9,,,,24.0,0.0,0.0
38149,10.1,39.3,0.0,4.0,12.3,NW,44.0,,NW,0.0,22.0,87.0,12.0,1018.1,,,,14.9,37.9,0.0,0.0
38150,18.5,23.7,0.0,6.6,3.1,SSW,26.0,SW,SW,9.0,,,62.0,1012.5,1012.4,,,18.8,22.7,0.0,0.0
38151,15.1,22.4,0.2,1.4,6.3,SE,70.0,SE,SE,31.0,46.0,94.0,53.0,1011.1,1012.7,,,16.6,20.9,0.0,1.0
38152,,,,3.6,4.7,ESE,70.0,ESE,SE,24.0,43.0,76.0,46.0,1015.2,1012.4,,,17.7,21.9,1.0,1.0
38153,14.2,18.1,1.8,6.2,0.0,E,37.0,E,NE,,7.0,89.0,99.0,,1007.9,,,,17.3,1.0,1.0
38154,12.9,18.9,0.8,5.8,,SSW,,W,SW,4.0,20.0,98.0,71.0,1019.8,1021.7,,,14.3,17.3,0.0,0.0
38155,9.9,21.3,,2.4,6.6,S,48.0,,,0.0,26.0,100.0,,1024.3,1024.8,,,12.3,20.3,0.0,1.0
38156,12.1,25.9,0.0,8.0,11.0,E,41.0,E,SE,15.0,13.0,76.0,40.0,1021.6,1017.4,,,16.8,25.5,0.0,0.0
38157,8.8,33.4,0.0,4.4,8.4,NNW,39.0,,N,0.0,17.0,99.0,21.0,1015.5,1011.9,,,11.8,31.4,0.0,0.0
38158,11.8,34.0,0.0,9.4,8.7,,,NNE,N,15.0,20.0,36.0,21.0,1011.0,1007.6,,,,31.9,,1.0
38160,13.0,32.7,0.0,9.6,9.3,N,59.0,N,N,,30.0,62.0,32.0,,1004.2,,,20.0,30.9,0.0,1.0
38161,,17.5,0.4,4.0,4.0,WNW,41.0,NNW,,7.0,19.0,99.0,94.0,1011.9,1009.2,,,10.7,,,1.0
38162,8.9,16.2,9.0,1.0,6.3,SW,59.0,WSW,W,,33.0,87.0,62.0,1008.7,1009.7,,,10.4,16.1,1.0,1.0
38163,4.3,19.3,0.0,1.2,7.7,,26.0,,SSW,0.0,6.0,100.0,60.0,,1022.6,,,8.0,18.9,0.0,0.0
38164,6.9,25.6,0.0,4.0,10.7,ESE,22.0,,W,0.0,6.0,100.0,46.0,1019.1,,,,9.5,24.2,0.0,0.0
38165,9.0,28.1,0.0,2.4,7.2,NNW,33.0,,NNW,,19.0,,38.0,1014.6,1011.3,,,11.2,,,0.0
38166,11.1,21.8,0.0,7.0,8.1,,39.0,W,,,24.0,79.0,51.0,1012.7,1014.5,,,16.9,19.7,0.0,0.0
38167,9.9,21.9,0.0,3.6,,SSW,22.0,,NNW,,7.0,87.0,42.0,1019.8,1017.5,,,,21.6,0.0,0.0
38168,10.9,26.9,0.0,3.6,8.2,,28.0,N,NW,7.0,15.0,100.0,48.0,1017.3,1014.7,,,14.9,26.3,0.0,0.0
38169,13.6,31.3,0.2,2.8,7.2,WNW,81.0,N,NW,26.0,41.0,43.0,58.0,1010.1,1007.8,,,25.4,22.8,0.0,1.0
38170,10.2,17.1,2.4,,0.4,WSW,37.0,NNW,W,7.0,,79.0,53.0,1023.6,1021.9,,,12.8,16.0,1.0,0.0
38171,10.1,19.1,0.0,2.6,6.6,W,43.0,NNW,W,13.0,24.0,,,1018.9,1016.1,,,12.2,17.5,0.0,
38172,11.1,15.4,4.8,3.8,8.3,SW,,,SW,22.0,30.0,83.0,55.0,1022.3,,,,12.8,14.1,1.0,1.0
38173,3.3,,0.0,3.2,,NW,28.0,,W,0.0,,99.0,34.0,,1030.5,,,9.6,22.7,0.0,
38174,6.2,26.6,0.0,6.4,8.9,SW,35.0,NNW,SSW,7.0,22.0,58.0,58.0,1021.6,1019.0,,,15.1,,0.0,0.0
38175,9.9,28.3,0.0,4.2,9.6,ENE,24.0,,NNW,0.0,7.0,72.0,33.0,1017.0,1013.5,,,,27.9,0.0,0.0
38176,13.2,27.1,0.0,3.4,3.2,NW,54.0,ENE,NNW,9.0,,100.0,,1013.8,1009.1,,,15.3,26.1,0.0,1.0
38177,15.2,21.0,3.4,6.6,8.0,WNW,,NNW,,,19.0,87.0,91.0,1005.3,1003.9,,,16.6,14.3,1.0,1.0
38178,10.8,13.4,5.4,,2.9,W,39.0,NW,,13.0,17.0,100.0,78.0,1007.1,1008.1,,,11.3,12.1,1.0,
38179,5.0,14.1,11.6,1.6,,SSW,46.0,SW,,15.0,26.0,,90.0,1017.1,1018.6,,,10.4,10.2,1.0,1.0
38180,8.0,16.4,5.0,0.6,2.9,SSW,35.0,,SSW,0.0,,99.0,83.0,1022.3,1021.2,,,12.1,14.9,1.0,1.0
38181,10.1,16.9,1.2,0.8,1.5,SW,28.0,NW,WSW,11.0,11.0,100.0,,1024.1,1022.1,,,12.4,16.2,1.0,0.0
38182,7.9,19.0,0.2,1.6,6.7,WSW,50.0,NW,W,13.0,24.0,100.0,78.0,1022.0,1020.5,,,11.7,16.6,0.0,
38183,7.1,17.7,0.0,,0.6,SSW,37.0,N,NW,22.0,20.0,66.0,92.0,1016.0,1015.9,,,,14.5,0.0,1.0
38184,6.7,14.4,8.0,0.2,6.9,SSW,44.0,SSW,SSW,6.0,22.0,90.0,61.0,1028.3,1027.9,,,9.9,,1.0,1.0
38185,6.7,15.2,6.2,1.6,6.1,SW,39.0,,SW,0.0,19.0,100.0,76.0,1024.9,1022.5,,,9.9,13.9,,1.0
38186,8.3,,,0.2,3.8,SW,31.0,W,SSW,7.0,13.0,100.0,87.0,1023.9,,,,11.2,13.1,1.0,1.0
38187,6.3,19.7,0.0,1.8,4.1,N,39.0,NE,NNW,17.0,20.0,83.0,59.0,1012.6,1009.6,,,12.9,,0.0,0.0
38188,12.9,18.7,0.2,3.2,3.8,,44.0,N,NW,15.0,22.0,100.0,75.0,1014.2,1014.1,,,14.2,18.3,0.0,1.0
38189,5.4,17.8,2.0,1.4,9.3,,,N,,9.0,17.0,,57.0,1021.6,1017.6,,,9.5,,1.0,1.0
38190,7.1,15.2,1.8,1.4,6.7,W,43.0,WNW,WSW,15.0,22.0,88.0,57.0,1019.4,1019.5,,,10.9,14.7,1.0,1.0
38191,2.1,14.1,1.2,3.0,6.8,SW,39.0,,WSW,6.0,15.0,100.0,,1022.8,1020.6,,,7.3,12.4,1.0,1.0
38192,7.3,14.8,8.8,2.4,5.1,,,SW,SSW,17.0,15.0,94.0,97.0,1022.4,1023.5,,,11.3,12.4,1.0,1.0
38193,,15.7,1.2,0.8,5.7,SSW,31.0,,S,0.0,17.0,100.0,81.0,1030.1,1029.7,,,8.9,14.4,,1.0
38194,1.8,17.7,0.0,2.4,4.4,NNW,30.0,,N,0.0,9.0,100.0,59.0,,1019.1,,,5.0,16.0,0.0,0.0
38195,4.8,18.4,0.0,,7.4,WNW,31.0,NNW,WNW,11.0,17.0,69.0,65.0,1019.6,1018.5,,,13.0,17.2,0.0,1.0
38196,6.4,15.5,0.0,1.2,4.2,NNW,43.0,N,NNW,19.0,22.0,77.0,66.0,1021.4,1018.3,,,9.4,14.9,0.0,1.0
38197,9.4,16.5,3.2,0.4,,NNW,44.0,N,NW,13.0,20.0,100.0,87.0,1016.6,1014.1,,,12.4,15.4,1.0,1.0
38198,11.8,20.1,5.8,,7.4,NNW,76.0,N,,26.0,52.0,92.0,39.0,,1004.4,,,,19.6,1.0,1.0
38199,7.2,11.3,1.6,3.8,,SSE,,SSE,SE,15.0,15.0,92.0,98.0,1016.9,1014.8,,,,10.4,1.0,1.0
38200,7.9,12.5,41.6,1.0,5.6,SW,44.0,SW,WSW,19.0,17.0,75.0,72.0,1014.5,1013.1,,,9.8,11.6,1.0,
38201,8.4,14.8,2.4,4.4,4.5,SSW,41.0,,SSW,0.0,,100.0,88.0,1016.2,1017.9,,,,13.2,1.0,1.0
38202,5.4,,1.2,1.4,,SSW,28.0,,SSW,0.0,17.0,,77.0,1027.5,1027.7,,,7.2,12.9,1.0,0.0
38205,9.2,15.2,2.6,1.0,0.7,ESE,17.0,,,0.0,0.0,100.0,,1036.7,1034.0,,,11.8,14.4,1.0,0.0
38206,1.5,13.0,0.2,1.0,4.2,S,33.0,,SSW,0.0,,100.0,79.0,1025.5,,,,3.3,12.5,0.0,
38207,3.2,12.1,,,,SE,24.0,SSW,SSW,7.0,6.0,100.0,86.0,1020.4,1015.0,,,,11.5,1.0,1.0
38208,2.3,,15.6,0.4,0.0,SSE,46.0,S,S,17.0,22.0,,100.0,1013.6,1012.4,,,,11.8,1.0,1.0
38209,10.3,12.3,8.8,0.6,0.9,SSE,,S,SSE,28.0,26.0,73.0,85.0,1019.1,1020.2,,,11.2,11.6,1.0,0.0
38210,4.9,12.8,0.0,0.8,0.2,SW,35.0,,SW,0.0,13.0,99.0,80.0,1030.4,1029.1,,,8.0,11.4,0.0,1.0
38211,8.0,14.6,,2.2,1.9,,44.0,,NNE,17.0,13.0,70.0,82.0,1016.1,1012.8,,,,11.9,0.0,1.0
38212,8.8,14.5,,2.2,3.1,N,56.0,NNE,NNW,26.0,17.0,89.0,76.0,1005.5,1004.8,,,10.2,13.5,1.0,1.0
38213,,14.0,,,,,41.0,N,,15.0,22.0,99.0,78.0,1009.6,1008.7,,,8.0,,1.0,1.0
38214,8.0,14.4,4.0,2.2,3.3,,37.0,NNW,NW,15.0,19.0,100.0,94.0,1011.4,,,,9.9,,1.0,1.0
38215,8.5,14.5,9.0,1.4,7.6,SW,,,,11.0,11.0,100.0,96.0,1020.2,1021.4,,,9.6,12.9,1.0,1.0
38216,7.8,,2.0,0.6,4.1,WNW,33.0,NNW,WNW,9.0,19.0,100.0,,1023.1,1020.2,,,9.8,14.9,1.0,1.0
38217,3.8,13.7,0.0,3.2,1.0,N,50.0,N,,26.0,22.0,77.0,67.0,1011.3,1005.4,,,9.8,13.5,,1.0
38218,8.5,10.6,5.2,0.4,0.0,NNW,24.0,,N,0.0,7.0,,100.0,,1000.9,,,8.6,10.3,1.0,
38219,4.5,13.6,0.6,1.0,6.8,W,35.0,NNW,WNW,11.0,22.0,99.0,90.0,1022.2,1022.3,,,6.5,11.9,0.0,1.0
38220,6.5,14.8,2.0,1.2,,NW,33.0,NW,WNW,11.0,19.0,100.0,81.0,,1027.9,,,9.7,14.4,1.0,1.0
38221,8.6,14.5,1.6,1.4,4.4,W,37.0,,S,0.0,17.0,100.0,93.0,1029.7,1029.6,,,9.0,12.5,1.0,0.0
38222,1.1,11.7,,1.0,2.3,NNE,,N,N,17.0,20.0,80.0,73.0,1017.7,1010.8,,,5.8,,0.0,1.0
38223,5.7,,11.4,2.0,4.3,NNW,46.0,NNW,,13.0,20.0,99.0,89.0,1002.9,1001.0,,,8.5,10.1,1.0,1.0
38224,6.6,10.3,11.6,2.4,3.5,WSW,,N,W,15.0,11.0,100.0,97.0,1008.2,1009.2,,,,,1.0,1.0
38225,6.7,12.2,35.0,1.4,5.5,SSW,,SSW,SSW,20.0,22.0,99.0,,1016.4,1018.1,,,9.0,10.7,1.0,1.0
38226,5.9,12.9,1.8,0.6,3.0,SSW,28.0,NNW,W,4.0,9.0,99.0,88.0,1025.0,1024.6,,,8.1,11.3,1.0,
38227,6.8,13.8,2.6,0.6,6.1,SW,20.0,,SW,0.0,11.0,,77.0,1026.6,,,,7.1,13.4,1.0,0.0
38228,-0.8,13.2,0.0,0.2,5.9,NNE,17.0,,N,0.0,4.0,100.0,79.0,1036.3,1032.8,,,1.0,11.2,,0.0
38229,7.0,14.3,0.0,2.4,1.1,NE,28.0,NNE,NNE,15.0,,78.0,82.0,1022.0,1018.5,,,10.7,14.1,,1.0
38230,8.2,12.2,4.6,0.4,0.6,NNW,20.0,ESE,N,6.0,6.0,100.0,100.0,,1009.2,,,9.2,11.7,1.0,1.0
38231,9.2,14.1,2.8,0.6,4.1,NW,26.0,NNW,,,15.0,100.0,82.0,1013.2,1011.4,,,9.8,12.9,1.0,
38232,4.3,15.7,0.2,0.8,0.0,N,24.0,,,0.0,7.0,100.0,,1009.0,1006.5,,,5.3,13.2,0.0,1.0
38233,,,7.0,0.4,0.9,,52.0,WSW,WSW,19.0,,100.0,99.0,1004.6,1008.7,,,9.9,9.3,1.0,1.0
38234,6.0,15.0,17.8,1.6,2.9,NNW,56.0,N,WNW,20.0,26.0,99.0,92.0,1015.1,1014.8,,,8.7,13.4,1.0,1.0
38235,8.8,15.9,2.8,0.4,3.8,NNW,41.0,NNW,NNW,11.0,19.0,100.0,88.0,,1020.6,,,11.7,,1.0,
38236,7.2,15.8,0.6,1.6,6.0,NNW,52.0,N,NNW,19.0,28.0,86.0,63.0,1017.6,1013.9,,,8.7,15.0,0.0,1.0
38237,4.8,12.9,4.8,2.2,7.3,,31.0,NNW,W,11.0,,99.0,,1018.1,1018.1,,,6.2,11.9,1.0,1.0
38238,4.3,14.2,,,7.3,NW,,N,NW,,26.0,99.0,83.0,,1020.2,,,7.2,13.6,1.0,0.0
38239,5.7,14.9,0.6,0.6,4.3,SW,20.0,,SW,,13.0,100.0,99.0,1033.2,1032.4,,,8.7,13.6,0.0,1.0
38240,5.7,15.8,0.0,1.2,,NNE,44.0,NNE,N,,20.0,,63.0,1011.9,1007.3,,,10.3,14.8,0.0,1.0
38241,7.7,14.4,6.0,1.8,8.0,NE,35.0,WNW,,9.0,20.0,100.0,81.0,1004.8,1006.3,,,8.7,,1.0,1.0
38242,,11.8,3.8,1.6,1.6,SSW,39.0,SW,SW,11.0,11.0,95.0,80.0,1016.8,1017.6,,,10.2,10.8,1.0,1.0
38243,7.2,14.1,5.4,0.8,,SW,39.0,NW,SW,9.0,19.0,100.0,97.0,1021.9,1022.7,,,9.7,11.8,1.0,1.0
38244,3.5,13.1,0.2,0.8,1.3,ESE,20.0,,S,0.0,11.0,100.0,75.0,1032.3,1029.3,,,,11.9,0.0,0.0
38245,3.5,14.4,0.8,0.6,7.0,,43.0,,NNW,6.0,22.0,100.0,76.0,1015.1,1012.6,,,,13.6,0.0,1.0
38246,5.0,13.6,3.8,,5.7,N,35.0,NNW,NNW,7.0,22.0,100.0,69.0,1015.7,1012.7,,,7.2,,1.0,1.0
38247,7.2,13.0,3.2,0.0,5.8,W,69.0,NNW,W,20.0,,94.0,86.0,1006.9,1008.4,,,10.3,10.1,1.0,1.0
38248,4.3,12.6,5.0,2.0,4.9,WSW,33.0,WNW,WSW,,11.0,99.0,81.0,1020.0,,,,6.9,11.0,1.0,0.0
38249,4.9,15.8,0.2,1.0,7.9,N,48.0,N,NNW,17.0,26.0,,62.0,,1015.9,,,7.3,15.2,0.0,1.0
38250,7.3,16.1,1.6,4.0,,NNW,48.0,NNW,WNW,13.0,24.0,99.0,,1012.4,1011.8,,,10.8,,,1.0
38251,,12.9,2.4,2.2,,SSW,63.0,SW,SW,26.0,24.0,85.0,,1022.1,,,,,12.1,1.0,1.0
38252,8.2,,4.2,1.8,2.4,SSW,35.0,,SSW,0.0,22.0,99.0,69.0,1030.7,1030.7,,,9.0,12.4,1.0,1.0
38253,0.0,14.2,0.2,1.2,3.8,N,41.0,N,N,13.0,17.0,99.0,72.0,1023.7,,,,7.8,13.4,0.0,1.0
38254,7.7,13.9,2.6,2.6,7.4,WSW,37.0,NW,WSW,13.0,11.0,99.0,76.0,1014.5,1015.6,,,10.1,13.4,1.0,0.0
38255,6.4,,0.6,2.2,6.2,W,43.0,N,W,20.0,26.0,96.0,64.0,1012.2,,,,9.5,12.6,0.0,1.0
38256,5.7,13.2,5.0,1.8,1.9,N,46.0,N,NNW,19.0,11.0,100.0,97.0,1008.9,1002.2,,,8.4,9.7,1.0,1.0
38257,6.5,,22.0,2.6,,SSW,76.0,SSW,SSW,33.0,39.0,99.0,90.0,998.7,1005.7,,,8.8,10.1,1.0,1.0
38258,6.8,14.8,1.0,1.0,5.3,N,39.0,N,NNE,11.0,19.0,100.0,71.0,1019.4,1015.0,,,8.9,14.4,0.0,0.0
38259,8.0,12.4,0.6,2.8,2.7,,,NNE,N,26.0,13.0,,90.0,1008.6,1006.9,,,8.0,10.9,0.0,1.0
38260,5.2,17.8,5.0,0.8,6.3,N,31.0,NNE,N,7.0,17.0,92.0,59.0,,997.1,,,7.5,17.2,1.0,
38261,7.5,10.7,2.0,2.4,1.4,NW,43.0,N,NW,17.0,15.0,91.0,96.0,997.2,997.9,,,10.4,8.8,1.0,1.0
38262,5.6,12.4,11.6,1.4,9.2,W,57.0,WNW,WSW,22.0,20.0,92.0,83.0,1006.8,,,,8.4,10.5,1.0,1.0
38263,5.7,14.9,1.6,2.6,6.8,,56.0,NNW,WNW,15.0,,99.0,,1016.7,1014.5,,,8.5,12.0,1.0,1.0
38264,8.3,14.7,0.2,2.0,6.4,WNW,54.0,NNW,NNW,11.0,,84.0,97.0,1005.9,1002.8,,,11.3,12.9,0.0,1.0
38265,4.9,12.0,15.2,3.0,,W,61.0,WSW,WSW,24.0,30.0,,68.0,1012.8,1016.9,,,7.7,11.8,1.0,1.0
38266,6.3,,3.0,,7.2,SSW,46.0,SW,SSW,22.0,22.0,96.0,97.0,1022.2,1023.3,,,,10.9,1.0,
38267,4.0,18.7,,1.0,9.2,NNW,43.0,NNE,NW,17.0,26.0,79.0,55.0,1020.2,1017.8,,,10.8,18.4,,
38268,4.6,19.5,0.2,3.4,2.8,NNW,31.0,NNE,WSW,2.0,6.0,100.0,69.0,1020.9,,,,10.5,18.9,0.0,0.0
38269,12.3,14.4,,7.0,1.9,,91.0,NW,NNW,28.0,31.0,89.0,76.0,997.1,992.5,,,12.3,13.4,0.0,1.0
38270,9.7,16.1,10.4,3.2,2.9,WNW,61.0,,NNW,17.0,28.0,,91.0,1002.3,998.2,,,11.9,13.1,1.0,1.0
38271,7.1,13.4,11.0,3.0,7.5,W,63.0,WNW,W,17.0,37.0,87.0,69.0,1006.9,1010.4,,,9.8,12.2,1.0,1.0
38272,8.9,13.0,,2.4,0.8,W,50.0,WSW,W,26.0,20.0,99.0,81.0,,,,,10.3,11.4,1.0,0.0
38273,4.0,16.5,0.0,3.2,5.8,SSW,20.0,NNW,W,6.0,4.0,100.0,68.0,1024.3,1021.5,,,8.1,15.9,0.0,
38274,7.3,18.6,0.0,4.0,2.3,NW,,N,W,24.0,15.0,46.0,87.0,1011.8,1011.4,,,15.1,14.5,0.0,1.0
38275,7.3,14.2,0.8,2.0,2.0,WSW,39.0,WNW,W,13.0,20.0,,78.0,1020.9,1021.4,,,10.5,13.3,0.0,0.0
38276,11.7,16.9,,3.6,8.8,W,43.0,WSW,WSW,15.0,,92.0,71.0,,1018.7,,,12.7,16.0,0.0,0.0
38277,7.7,14.5,,5.2,9.0,,52.0,WNW,WNW,28.0,28.0,72.0,70.0,1008.6,1008.4,,,12.0,,0.0,1.0
38278,8.5,22.4,0.0,6.0,10.1,NW,39.0,NNW,NW,11.0,22.0,72.0,35.0,1005.9,1002.8,,,,21.9,0.0,1.0
38279,8.3,15.6,2.8,3.4,6.5,NW,72.0,NW,WNW,,37.0,92.0,66.0,,995.2,,,12.9,13.5,1.0,1.0
38280,2.6,12.0,5.8,4.6,8.8,WSW,69.0,W,W,26.0,26.0,75.0,84.0,1010.3,1014.0,,,9.0,8.3,1.0,1.0
38281,7.5,,0.8,1.4,,SSW,30.0,W,SW,11.0,13.0,91.0,71.0,1032.2,1032.2,,,12.5,14.9,0.0,0.0
38282,3.1,24.1,0.0,,10.9,,41.0,N,,17.0,20.0,83.0,47.0,1024.5,1019.5,,,14.8,24.1,0.0,0.0
38283,,23.6,0.0,6.8,9.9,WNW,46.0,NNW,WNW,,26.0,49.0,71.0,1011.8,,,,18.8,18.8,0.0,0.0
38285,6.8,14.2,6.2,,,SW,33.0,SSE,SSW,,19.0,99.0,71.0,1019.3,1018.9,,,8.8,14.1,1.0,
38286,1.7,14.4,0.4,3.2,,W,35.0,N,WNW,4.0,,100.0,99.0,1016.1,,,,6.2,11.5,0.0,1.0
38287,2.4,12.7,3.2,0.4,2.3,SW,,,NNW,0.0,9.0,,99.0,1012.9,1010.4,,,6.3,8.5,1.0,1.0
38288,1.0,14.7,16.6,1.8,10.1,S,57.0,S,S,17.0,37.0,77.0,71.0,1015.2,,,,9.2,13.1,1.0,1.0
38289,6.1,12.6,2.8,2.2,,WSW,35.0,SW,W,11.0,15.0,77.0,78.0,1024.4,1023.7,,,9.9,12.5,1.0,1.0
38290,9.4,21.7,0.0,6.8,8.6,NW,44.0,NW,NW,24.0,31.0,46.0,57.0,1013.9,1014.8,,,18.4,20.2,0.0,0.0
38291,,16.6,1.0,1.6,11.6,SSW,30.0,NW,SW,11.0,,86.0,63.0,1022.0,1021.4,,,10.8,,0.0,0.0
38292,8.9,22.4,0.0,1.4,9.8,SSW,30.0,WNW,SSW,2.0,20.0,74.0,75.0,1011.7,1011.6,,,14.7,,0.0,0.0
